"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"ENDURANCE RUN - BY PACE","Run","","0.416666666666667","","2021-03-02","","3614.03002929688","","","","","0.462220817804337","2.17199993133545","","73","","131","170","","","0.878596495284184","38.77","17","7","4","0","0","0","0","","","","","","","","","","","","","","",""
"AEROBIC 100's","Swim","WU: 450 = 100 swim easy 50 kick easy 100 swim moderate 50 kick moderate 100 swim build speed 50 kick build speed. ----------------- MS: 400 = 4 x 100 (10” rest) ------------------ CD 200 easy swim. Mixed stroke if you like ------------------ Total: 1050","0.366666666666667","960.119995117188","2021-03-02","","900","","","","","0.284941945075989","0.87378640776699","","22","","","","","","1.34330751093148","69.07","","","","","","","","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","1","","2021-03-03","","11292.2802734375","105","283","220.181","","0.931970536708832","3.3659999370575","","58","","133","154","","","0.450035329605829","11.71","25","20","12","0","0","","","","","","50","6","0","0","0","0","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.416666666666667","","2021-03-04","","3619.22998046875","","","","","0.528135001659393","1.90400004386902","","67","","123","164","","","0.791952916767571","36.13","26","5","1","0","0","0","0","","","","","","","","","","","","","","",""
"Pyramid","Swim","WU: 6 x 50 increasing pace slightly each 25. MS: 50 (10”), 100 (20”), 200 (30”), 100 (20”), 50. CD: 100 Back and/or Brest Stroke Total—1300","0.3","822.960021972656","2021-03-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","1","","2021-03-05","","21422.76953125","120","458","422.346","","0.986008048057556","6.03499984741211","","63","","141","170","","","0.50720034845252","25.15","7","15","36","1","0","","","","","","45","12","1","1","0","0","","","","","",""
"GDC01","Swim","300 = 300 swim warm up 400 = 4 x 100 w/30"" 100 = kick 300 = 6 x 50 w/30""","0.366666666666667","1005.84002685547","2021-03-05","","1005.84002685547","","","","","0.366666666666667","0.762000020345052","","","","","","","","0","58.23","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","","1","","2021-03-06","","5644.83984375","","","","","0.726466655731201","2.15799999237061","","71","","132","164","","","0.844901610472829","56.99","24","19","1","0","0","0","0","","","","","","","","","","","","","","",""
"EXTENSIVE ENDURANCE RIDE - BY HR","Bike","","1.25","","2021-03-07","Heart rate will drift up as you fatigue so start segments at low end of zone and with equal effort you'll likely find HR near top of zone at the end.","36740.19921875","120","629","617.381","","1.43919086456299","7.09100008010864","","63","","141","170","","","0.49906009589207","35.71","8","24","48","6","0","","","","","","69","13","1","1","1","1","","","","","",""
"BIKE FTP HR & POWER TEST","Bike","This fitness test helps you to set your power or heart rate thresholds for Training Peaks. Warm Up: 12mins in Z2. 5mins as (15secs in Z4, 45secs easy in Z2) MAIN SET: 20 mins maximal steady state time trial. Go as hard as you can sustain for 20-minutes. You might want to use the results from your STEP TEST, adding 5% to this estimated FTP number as your goal. Warm Down: 5mins in Z2. TIP: Have a fan fired up, so that heat stress is not a limiting factor for this test.","0.7","","2021-03-07","POWER DATA 1. Take your average power for the 20-minute test. 2. Multiply it by 95% to get your Functional Threshold Power (FTP). 3. Enter your new FTP into Training Peaks: Settings-->Zones-->Power-->add Bike-->Threshold (there is no need to calculate zones). HEART RATE DATA 1. Take your average HR for the 20-minute test, this is your Threshold Bike Heart Rate. 2. Enter 3. Use your new Training Zones from Step 2 to follow the ""Workout Description"" section of your bike workouts. Enter your new Threshold Heart Rate - Look to see what your average heart rate was for the last 20 minutes. Settings-->Zones-->Heart rate-->ADD BIKE-->Threshold Heart Rate--Auto Calculation-->Lactate Threshold-->Method: ANDY COGGAN (5) LEVELS. https://help.trainingpeaks.com/hc/en-us/articles/204073584-How-to-Set-your-Thresholds-and-Calculate-your-Zones","18927.490234375","139","521","350.258"," *03/07/2021 Geoffrey Chandler: 20' @ 190 watts 167 bpm HR*","0.704958081245422","7.45800018310547","","58","","144","182","","","0.577214700447837","23.24","10","10","4","18","0","","","","","","26","11","2","1","1","1","","","","","",""
"Aerobic ints","Swim","WU: 100 swim easy, 50 kick easy, 100 swim moderate, 50 kick moderate, 100 swim build speed, 50 kick build speed. MS: For the first set decrease times with each work interval. All aerobic—easy breathing. 4 x 100 (10” rest) moderate. Rest 2 minutes. Kick 300 steady. 6 x 25 relaxed speed (15” rest). CD: 200 easy swim. Total: 1500","","1371.59997558594","2021-03-09","","1371.59997558594","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.583333333333333","","2021-03-09","","4666.9501953125","","","","","0.614165604114532","2.11100006103516","","75","","134","159","","","0.856565591767837","49.31","33","4","0","0","0","0","0","","","","","","","","","","","","","","",""
"20' TEMPO + ENDURANCE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS1: 1 x 20 Min Tempo Interval TARGET: Tempo (PW iLevel Z3) CADENCE: 1 gear ""harder/slower RPM"" target 75 RPM, then normal self selected. ------ MS2: Ride remaining prescribed time in Endurance zone TARGET: Endurance (PW iLevels Z2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes","1.5","","2021-03-10","","27232.140625","115","580","550.994","","1.33079254627228","5.68400001525879","","62","","141","174","","","0.754536827049831","75.41","5","34","34","7","0","","","","","","26","27","14","6","4","2","2","1","","","",""
"Fast 50s 3X","Swim","WU: 400 easy swim. MS: 5 x 50 very fast (30”). 50 kick easy. 5 x 50 very fast (30”). 50 kick easy. 5 x 50 very fast (30”). 50 kick easy. CD: 200 easy swim. Total—1500","","1371.59997558594","2021-03-11","","1150","","","","","0.338688612514072","0.934959349593496","","23","","","","","","1.44406440667519","101.99","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.583333333333333","","2021-03-11","","4653.7900390625","","","","","0.594623327255249","2.17400002479553","","76","","139","167","","","0.872396166161029","49.49","24","6","5","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","2 x 26' run w/shortened walk break","1.2","","2021-03-12","","8637.150390625","","","","","1.20232999324799","1.99500000476837","","75","","139","167","","","0.819276523163685","89.83","58","13","1","0","0","0","0","","","","","","","","","","","","","","",""
"GDC02","Swim","300 = 300 swim warm up 500 = 5 x 100 w/30"" 100 = kick 400 = 8 x 50 w/30""","0.433333333333333","1188.71997070313","2021-03-12","","1200","","","","","0.351747501161363","0.942655145326002","","25","","","","","","1.45090689101786","107.44","","","","","","","","","","","","","","","","","","","","","",""
"Sweet Spot 3 x 8 minutes","Bike","3 x 8 minutes @ SST w/4minutes recovery","1","","2021-03-13","","19090.740234375","104","359","393.23","","1.05747747421265","5.0149998664856","","56","","141","173","","","0.769229246838563","61.89","11","17","24","12","0","","","","","","26","12","10","7","6","2","0","1","","","",""
"PROGRESSIVE ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ----- MS: Endurance Ride, progressive effort. Break the ride down into 4 equal time segments. Begin ride at the lower end of the endurance zone and increase effort (avg power or avg HR) each segment, ending the ride with the hardest effort for the last segment. TARGET: Endurance (PW iLevels Z2) CADENCE: Self selected, to make this more challenging, increase avg RPM with each segment along with effort. ----- CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1.66666666666667","","2021-03-14","","26437.869140625","104","657","525.895","","1.41504085063934","5.19000005722046","","55","","124","165","","","0.685143056112103","65.9","19","62","3","1","0","","","","","","35","30","12","4","3","1","1","1","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.583333333333333","","2021-03-16","","4839.6298828125","","","","","0.619532823562622","2.17000007629395","","76","","132","159","","","0.86158414907441","50.36","33","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"400, 2x200, 4x100 - 1800","Swim","300 swim/ 200 kick warmup 1 x 400 2 x 200 4 x 100 100 IM","0.6","1645.92004394531","2021-03-16","","1600","","","","","0.516098336113824","0.859291084854995","","24","","","","","","1.31849000502823","118.29","","","","","","","","","","","","","","","","","","","","","",""
"2x6, 2x4, 2x2 @ SWEET SPOT","Bike","Warmup 10 min -------------- Main set: 2 X 6 min at Sweet Spot, at 90 rpm 4 min recovery between reps @ 100 rpm Easy spin 2 X 4 min at Sweet Spot, at 95 rpm 4min recovery between reps @ 100rpm Easy spin 2 X 2 min at Sweet Spot, at 100 rpm with 2 min recovery. ------------ Warm down","1.08333333333333","","2021-03-17","","19172.80078125","96","372","373.776","","1.08391952514648","4.91300010681152","","53","","","","","","0.749100997148835","60.44","","","","","","","","","","","30","10","10","7","5","3","1","0","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.583333333333333","","2021-03-18","","4921.759765625","","","","","0.653328597545624","2.09299993515015","","75","","130","152","","","0.841031659929035","50.65","39","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"100's, 75's 50's","Swim","Warm-up 400 Swim 200 kick -------- Main set 400 = 4 x 100 swim w/30"" rest 300 = 4 x 75 swim w/30"" rest 200 = 4 x 50 swim w/20"" rest ---------- 1500 TOTAL","0.5","1371.59997558594","2021-03-18","","1300","","","","","0.394936391512553","0.909727081875437","","24","","","","","","1.39992740939112","108.35","","","","","","","","","","","","","","","","","","","","","",""
"SWEETSPOT/TEMPO 5'/10'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 3X 5' @ SweetSpot straight into 8' @ Zone 3 --------- Warm down @ Zone 2","1.5","","2021-03-19","","27072.2890625","112","307","542.982","","1.34704327583313","5.58300018310547","","56","","135","159","","","0.743308837553736","74.09","11","39","31","0","0","","","","","","28","21","16","7","6","4","1","0","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2021-03-20","","9621.740234375","","","","","1.28723335266113","2.07599997520447","","77","","140","163","","","0.819568052436557","96.39","51","26","0","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1.75","","2021-03-22","Feel free to vary effort somewhat on a rolling course and use Normalized Average Power instead of Average Power.","42608.58984375","99","370","801.614","","2.26131296157837","5.23400020599365","","54","","121","150","","","0.652107418434082","95.51","45","84","6","0","0","","","","","","60","50","19","6","3","1","0","0","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.583333333333333","","2021-03-23","","4727.18994140625","","","","","0.629456639289856","2.08599996566772","","77","","129","151","","","0.809494775484789","45.17","38","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Fast 50s 4X","Swim","WU: 400 easy swim. MS: 5 x 50 very fast (30”). 50 kick easy. 5 x 50 very fast (30”). 50 kick easy. 5 x 50 very fast (30”). 50 kick easy. 5 x 50 very fast (30”). 50 kick easy. CD: 200 easy swim. Total—1800","","1645.92004394531","2021-03-23","","1200","","","","","0.348163056903415","0.950118764845606","","25","","","","","","1.46584441747624","109.66","","","","","","","","","","","","","","","","","","","","","",""
"3 x 8' @ SWEET SPOT","Bike","15' Warmup in zones 1 & 2 ---------- Main set 3 x 8' @ 88-95% of FTP w/3 min easy spin between reps","1.25","","2021-03-24","","20761.05078125","87","229","420.149","","1.36821353435516","4.21500015258789","","47","","127","166","","","0.67992573519169","62.67","31","30","18","3","0","","","","","","43","17","9","8","5","1","0","0","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.583333333333333","","2021-03-25","","4807.97998046875","","","","","0.604303061962128","2.21000003814697","","78","","142","163","","","0.865615761619777","49.54","28","8","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2021-03-25","","1175","","","","","0.43579777929518","0.748407643312102","","23","","","","","","1.14667982616561","65.71","","","","","","","","","","","","","","","","","","","","","",""
"2 x 12' @ SWEET SPOT","Bike","15' Warmup in zones 1 & 2 ---------- Main set 2 x 12' @ 88-95% of FTP w/3 min easy spin between reps","1.25","","2021-03-26","","28531.580078125","111","346","567.001","","1.44038331508636","5.5019998550415","","59","","134","162","","","0.744652885889448","79.41","13","46","26","0","0","","","","","","31","26","12","8","8","3","1","0","","","",""
